# QT Clean v4.1 reviewed high-frequency narrative corrections. License: CC0-1.0
# source<TAB>Vietnamese<TAB>type<TAB>provenance
脑海	trong đầu	general	project:qt-corrections-v4:narrative
脑海中	trong đầu	general	project:qt-corrections-v4:narrative
凭空出现	đột nhiên xuất hiện	general	project:qt-corrections-v4:narrative
自然是	đương nhiên là	general	project:qt-corrections-v4:discourse
提供	cung cấp	general	project:qt-corrections-v4:action
目的则是	mục đích là	general	project:qt-corrections-v4:reasoning
为了	để	general	project:qt-corrections-v4:reasoning
验证	kiểm chứng	general	project:qt-corrections-v4:reasoning
推测	suy đoán	general	project:qt-corrections-v4:cognition
为什么要	vì sao phải	general	project:qt-corrections-v4:discourse
弄成	làm thành	general	project:qt-corrections-v4:action
一条条	từng	general	project:qt-corrections-v4:quantity
任务指引	chỉ dẫn nhiệm vụ	general	project:qt-corrections-v4:system
样子	hình thức	general	project:qt-corrections-v4:description
甚至还	thậm chí còn	general	project:qt-corrections-v4:discourse
像模像样	ra dáng	general	project:qt-corrections-v4:description
搞了一声	thêm một tiếng	general	project:qt-corrections-v4:action
临时想到	chợt nghĩ ra	general	project:qt-corrections-v4:cognition
预防手段	biện pháp phòng ngừa	general	project:qt-corrections-v4:action
毕竟	dù sao	general	project:qt-corrections-v4:discourse
明显	rõ ràng	general	project:qt-corrections-v4:description
画风	phong cách	general	project:qt-corrections-v4:description
如果打算	nếu định	general	project:qt-corrections-v4:condition
正经传教	nghiêm túc truyền đạo	general	project:qt-corrections-v4:action
收集信徒	thu nhận tín đồ	general	project:qt-corrections-v4:divine
最好还是	tốt nhất vẫn nên	general	project:qt-corrections-v4:discourse
包装一层	bọc một lớp	general	project:qt-corrections-v4:action
看起来比较正常	trông tương đối bình thường	general	project:qt-corrections-v4:description
比较正常	tương đối bình thường	general	project:qt-corrections-v4:description
让自己	khiến bản thân	general	project:qt-corrections-v4:action
凡人眼里	trong mắt phàm nhân	general	project:qt-corrections-v4:perspective
不然	nếu không	general	project:qt-corrections-v4:condition
人家	người ta	general	project:qt-corrections-v4:pronoun
还以为	còn tưởng rằng	general	project:qt-corrections-v4:cognition
某个	một	general	project:qt-corrections-v4:determiner
盯上	nhắm tới	general	project:qt-corrections-v4:action
万一	nhỡ đâu	general	project:qt-corrections-v4:condition
之类	các kiểu	general	project:qt-corrections-v4:quantity
操作	hành động	general	project:qt-corrections-v4:action
没地方哭	không biết khóc ở đâu	general	project:qt-corrections-v4:idiom
好吧	được rồi	general	project:qt-corrections-v4:discourse
确实是	quả thực là	general	project:qt-corrections-v4:discourse
没错	không sai	general	project:qt-corrections-v4:discourse
至少	ít nhất	general	project:qt-corrections-v4:degree
不那么像	không giống đến thế	general	project:qt-corrections-v4:comparison
进行的测试	cuộc thử nghiệm	general	project:qt-corrections-v4:action
最终也	cuối cùng cũng	general	project:qt-corrections-v4:discourse
取得了	đã đạt được	general	project:qt-corrections-v4:action
相当满意	khá hài lòng	general	project:qt-corrections-v4:emotion
成果	kết quả	general	project:qt-corrections-v4:result
确认了	đã xác nhận	general	project:qt-corrections-v4:reasoning
即便是	ngay cả	general	project:qt-corrections-v4:discourse
伟力	uy lực	general	project:qt-corrections-v4:divine
也要	cũng phải	general	project:qt-corrections-v4:discourse
遵循	tuân theo	general	project:qt-corrections-v4:action
某些	một số	general	project:qt-corrections-v4:quantity
或者说	hay nói cách khác	general	project:qt-corrections-v4:discourse
一开始	ban đầu	general	project:qt-corrections-v4:time
直接将	trực tiếp	general	project:qt-corrections-v4:action
给予	trao cho	general	project:qt-corrections-v4:action
不需要明白	không cần hiểu	general	project:qt-corrections-v4:cognition
究竟	rốt cuộc	general	project:qt-corrections-v4:discourse
如何构筑	xây dựng như thế nào	general	project:qt-corrections-v4:method
如何生效	phát huy tác dụng thế nào	general	project:qt-corrections-v4:method
只要	chỉ cần	general	project:qt-corrections-v4:condition
消耗	tiêu hao	general	project:qt-corrections-v4:action
就能成功	thì có thể thành công	general	project:qt-corrections-v4:condition
释放出来	thi triển	general	project:qt-corrections-v4:action
相当于	tương đương với	general	project:qt-corrections-v4:comparison
概念级	cấp độ khái niệm	general	project:qt-corrections-v4:description
但从	nhưng xét từ	general	project:qt-corrections-v4:discourse
测试来看	xét từ thử nghiệm	general	project:qt-corrections-v4:reasoning
相当严谨	rất chặt chẽ	general	project:qt-corrections-v4:description
而是在	mà là	general	project:qt-corrections-v4:contrast
响应	đáp lại	general	project:qt-corrections-v4:action
请求	yêu cầu	general	project:qt-corrections-v4:action
为代价	làm cái giá phải trả	general	project:qt-corrections-v4:exchange
替代	thay	general	project:qt-corrections-v4:action
我的视角	theo góc nhìn của tôi	general	project:qt-corrections-v4:perspective
每个步骤	mỗi bước	general	project:qt-corrections-v4:sequence
特定动作	động tác cụ thể	general	project:qt-corrections-v4:action
乃至	thậm chí	general	project:qt-corrections-v4:discourse
形状细节	chi tiết hình dạng	general	project:qt-corrections-v4:description
对应的规则	quy tắc tương ứng	general	project:qt-corrections-v4:method
进行排布	sắp xếp	general	project:qt-corrections-v4:action
进阶性知识	kiến thức nâng cao	general	project:qt-corrections-v4:knowledge
最基础	cơ bản nhất	general	project:qt-corrections-v4:degree
整个世界	toàn thế giới	general	project:qt-corrections-v4:world
通用	phổ quát	general	project:qt-corrections-v4:description
油灯	đèn dầu	general	project:qt-corrections-v4:object
摇曳	lay động	general	project:qt-corrections-v4:action
昏暗	mờ tối	general	project:qt-corrections-v4:description
火光	ánh lửa	general	project:qt-corrections-v4:object
勉强	miễn cưỡng	general	project:qt-corrections-v4:degree
不大的	không lớn	general	project:qt-corrections-v4:description
审讯室	phòng thẩm vấn	general	project:qt-corrections-v4:place
些许	một chút	general	project:qt-corrections-v4:quantity
照明	ánh sáng	general	project:qt-corrections-v4:object
从昏迷中苏醒	tỉnh lại sau cơn hôn mê	general	project:qt-corrections-v4:narrative
有些头痛	hơi đau đầu	general	project:qt-corrections-v4:state
不过	tuy nhiên	general	project:qt-corrections-v4:discourse
映入眼帘	đập vào mắt	general	project:qt-corrections-v4:narrative
总算	cuối cùng	general	project:qt-corrections-v4:discourse
噩梦般	như ác mộng	general	project:qt-corrections-v4:comparison
地下洞窟	hang động ngầm	general	project:qt-corrections-v4:place
变成了	biến thành	general	project:qt-corrections-v4:change
狭小逼仄	chật hẹp	general	project:qt-corrections-v4:description
不怎么透风	không thông gió	general	project:qt-corrections-v4:description
桌子上摆着	trên bàn đặt	general	project:qt-corrections-v4:position
光源	nguồn sáng	general	project:qt-corrections-v4:object
对面坐着	ngồi đối diện	general	project:qt-corrections-v4:position
由于背光	do ngược sáng	general	project:qt-corrections-v4:reasoning
导致	khiến	general	project:qt-corrections-v4:causative
很难看清	khó nhìn rõ	general	project:qt-corrections-v4:perception
具体样貌	diện mạo cụ thể	general	project:qt-corrections-v4:description
只能分辨出	chỉ có thể nhận ra	general	project:qt-corrections-v4:perception
壮硕	vạm vỡ	general	project:qt-corrections-v4:description
体型轮廓	đường nét thân hình	general	project:qt-corrections-v4:description
冰冷的触感	cảm giác lạnh	general	project:qt-corrections-v4:perception
意识到	nhận ra	general	project:qt-corrections-v4:cognition
正坐在	đang ngồi trên	general	project:qt-corrections-v4:position
一把	một chiếc	general	project:qt-corrections-v4:quantity
金属制	bằng kim loại	general	project:qt-corrections-v4:material
扶手	tay vịn	general	project:qt-corrections-v4:object
靠背	tựa lưng	general	project:qt-corrections-v4:object
准确点说	nói chính xác hơn	general	project:qt-corrections-v4:discourse
正被拷在	đang bị còng vào	general	project:qt-corrections-v4:state
尝试活动	thử cử động	general	project:qt-corrections-v4:action
手腕处	cổ tay	general	project:qt-corrections-v4:body
束缚感	cảm giác bị trói	general	project:qt-corrections-v4:perception
限制了	hạn chế	general	project:qt-corrections-v4:action
偏头	nghiêng đầu	general	project:qt-corrections-v4:action
看了眼	liếc nhìn	general	project:qt-corrections-v4:perception
两副	hai bộ	general	project:qt-corrections-v4:quantity
材质	chất liệu	general	project:qt-corrections-v4:material
手铐	còng tay	general	project:qt-corrections-v4:object
一边连着	một đầu nối với	general	project:qt-corrections-v4:relation
另一边	đầu kia	general	project:qt-corrections-v4:relation
固定	cố định	general	project:qt-corrections-v4:action
牢靠	chắc chắn	general	project:qt-corrections-v4:description
桌对面	phía đối diện bàn	general	project:qt-corrections-v4:position
有了动静	có động tĩnh	general	project:qt-corrections-v4:state
有了	đã có	general	project:qt-corrections-v4:state
醒了	tỉnh rồi	general	project:qt-corrections-v4:state
低沉	trầm	general	project:qt-corrections-v4:description
男声	giọng nam	general	project:qt-corrections-v4:voice
审犯人	thẩm vấn phạm nhân	general	project:qt-corrections-v4:action
架势	dáng vẻ	general	project:qt-corrections-v4:description
顿时	lập tức	general	project:qt-corrections-v4:time
有点慌	hơi hoảng	general	project:qt-corrections-v4:emotion
您听我解释	ngài nghe tôi giải thích	general	project:qt-corrections-v4:dialogue
无辜	vô tội	general	project:qt-corrections-v4:state
不知情	không biết chuyện	general	project:qt-corrections-v4:cognition
事先	trước đó	general	project:qt-corrections-v4:time
打算做什么	định làm gì	general	project:qt-corrections-v4:action
身份	thân phận	general	project:qt-corrections-v4:identity
一伙	cùng phe	general	project:qt-corrections-v4:relation
