# QT Clean v9 reviewed narrative corrections. License: CC0-1.0
# source<TAB>Vietnamese<TAB>type<TAB>provenance
可那气味	nhưng mùi hương ấy	general	project:qt-corrections-v9:contrast
在他的视野里	trong tầm mắt của hắn	general	project:qt-corrections-v9:location
她的双臂朝着他举起	cô giơ hai tay về phía hắn	general	project:qt-corrections-v9:directional
明明只是一个孩子	rõ ràng chỉ là một đứa trẻ	general	project:qt-corrections-v9:classifier
和一头发了情的耕牛较劲	vật sức với một con trâu cày đang động dục	general	project:qt-corrections-v9:comparison
当外孙被拉出水面时	khi cháu ngoại được kéo lên khỏi mặt nước	general	project:qt-corrections-v9:passive
那股较劲的力量	luồng sức đang giằng co ấy	general	project:qt-corrections-v9:attributive
刚被抓出来的	vừa được kéo lên	general	project:qt-corrections-v9:passive
一起摔在了船上	cùng ngã xuống thuyền	general	project:qt-corrections-v9:result
你们去看看小远侯	các cháu đi xem Tiểu Viễn Hầu	general	project:qt-corrections-v9:kinship
给小远侯拍拍背	vỗ lưng cho Tiểu Viễn Hầu	general	project:qt-corrections-v9:action
老伴	chồng mình	general	project:qt-corrections-v9:kinship
在灶台后头清灰的老伴	chồng bà đang quét tro phía sau bếp	general	project:qt-corrections-v9:attributive
怎么都叫不醒	dù gọi thế nào cũng không tỉnh	general	project:qt-corrections-v9:result
最先给他起的这个外号	biệt danh đầu tiên đặt cho hắn	general	project:qt-corrections-v9:attributive
人都有两条命	Mỗi người đều có hai cuộc đời	general	project:qt-corrections-v9:abstract-classifier
一条叫世俗	một cuộc đời gọi là thế tục	general	project:qt-corrections-v9:abstract-classifier
一条叫理想	một cuộc đời gọi là lý tưởng	general	project:qt-corrections-v9:abstract-classifier
第二条命就叫做艺术生命	cuộc đời thứ hai được gọi là đời sống nghệ thuật	general	project:qt-corrections-v9:ordinal-noun
艺术生命	đời sống nghệ thuật	general	project:qt-corrections-v9:abstract-noun
动力之源	nguồn động lực	general	project:qt-corrections-v9:idiom
写书本身就是我的动力之源	chính việc viết sách là nguồn động lực của tôi	general	project:qt-corrections-v9:possessive
这些过程	quá trình ấy	general	project:qt-corrections-v9:demonstrative
滋养本人的艺术生命	nuôi dưỡng đời sống nghệ thuật của chính mình	general	project:qt-corrections-v9:possessive
写作模式	phương thức sáng tác	general	project:qt-corrections-v9:abstract-noun
杀死第二条命的方式	cách giết chết cuộc đời thứ hai	general	project:qt-corrections-v9:action-attributive
