# QT Clean frequency-bounded Chinese-Vietnamese base lexicon
# Source: CVDICT https://github.com/ph0ngp/CVDICT
# Revision: c379d909e308343a247e51619f7839a2060a271c
# License: CC-BY-SA-4.0 https://creativecommons.org/licenses/by-sa/4.0/
# Selection: wordfreq 3.1.1 ranking; target chooses a concise CVDICT sense
# Source length: 2-8 code points
# Format: source<TAB>target<TAB>type<TAB>provenance
我们	chúng tôi	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.53
我們	chúng tôi	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.53
中国	Trung Quốc	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.44
中國	Trung Quốc	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.44
他们	họ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.40
他們	họ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.40
沒有	không có	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.38
没有	không có	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.38
可以	có thể	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.34
什么	gì?	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.30
什麼	gì?	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.30
这个	này	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.30
這個	này	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.30
国家	quốc gia	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.25
國家	quốc gia	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.25
自己	bản thân	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.20
問題	câu hỏi	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.19
问题	câu hỏi	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.19
美国	Hoa Kỳ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.14
美國	Hoa Kỳ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.14
因为	bởi vì	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.11
因為	bởi vì	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.11
不是	không phải	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.10
现在	bây giờ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.10
現在	bây giờ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.10
是的	đúng vậy, đúng rồi	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.08
怎么	như thế nào?	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.07
怎麼	như thế nào?	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.07
就是	chính xác	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.06
已經	đã	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.06
已经	đã	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.06
这些	những... này	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.05
這些	những... này	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.05
发展	sự phát triển	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.03
开始	bắt đầu	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.03
發展	sự phát triển	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.03
这样	loại này	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.03
這樣	loại này	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.03
開始	bắt đầu	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.03
公司	công ty	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.02
政府	chính phủ	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.02
可能	có thể	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=6.01
工作	làm việc	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.99
社会	xã hội	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.99
社會	xã hội	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.99
如果	nếu	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.97
知道	biết	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.97
进行	tiến hành	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.97
進行	tiến hành	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.97
世界	thế giới	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.96
日本	Nhật Bản	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.96
不能	không thể	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.94
計劃	kế hoạch	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.94
计划	kế hoạch	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.94
成为	trở thành	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
成為	trở thành	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
时间	thời gian	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
時間	thời gian	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
認為	tin	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
认为	tin	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
需要	cần	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.93
国际	quốc tế	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.89
國際	quốc tế	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.89
地区	địa phương	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.89
地區	địa phương	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.89
时候	thời gian	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.89
時候	thời gian	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.89
使用	sử dụng	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.87
經濟	kinh tế	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.87
经济	kinh tế	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.87
活动	tập thể dục	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.86
活動	tập thể dục	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.86
但是	nhưng	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.85
历史	lịch sử	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.85
应该	nên	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.85
應該	nên	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.85
政治	chính trị	general	cvdict:c379d909e308343a247e51619f7839a2060a271c:zipf=5.85
