# QT Clean v2 project-authored core names. License: CC0-1.0
# source<TAB>target<TAB>type<TAB>provenance
爱丽丝	Alice	person_name_latin	project
艾丽丝	Alice	person_name_latin	project
艾莉丝	Alice	person_name_latin	project
艾伦	Alan	person_name_latin	project
亚伦	Aaron	person_name_latin	project
亚历克斯	Alex	person_name_latin	project
亚历山大	Alexander	person_name_latin	project
亚历山德拉	Alexandra	person_name_latin	project
安德鲁	Andrew	person_name_latin	project
安德烈	Andrei	person_name_latin	project
安东尼	Anthony	person_name_latin	project
阿瑟	Arthur	person_name_latin	project
奥斯卡	Oscar	person_name_latin	project
奥利弗	Oliver	person_name_latin	project
本杰明	Benjamin	person_name_latin	project
布莱恩	Brian	person_name_latin	project
布鲁斯	Bruce	person_name_latin	project
查尔斯	Charles	person_name_latin	project
克里斯	Chris	person_name_latin	project
克里斯蒂安	Christian	person_name_latin	project
克里斯托弗	Christopher	person_name_latin	project
丹尼尔	Daniel	person_name_latin	project
大卫	David	person_name_latin	project
戴维	David	person_name_latin	project
爱德华	Edward	person_name_latin	project
伊丽莎白	Elizabeth	person_name_latin	project
艾米莉	Emily	person_name_latin	project
艾玛	Emma	person_name_latin	project
埃里克	Eric	person_name_latin	project
伊森	Ethan	person_name_latin	project
弗兰克	Frank	person_name_latin	project
弗雷德	Fred	person_name_latin	project
乔治	George	person_name_latin	project
格蕾丝	Grace	person_name_latin	project
汉娜	Hannah	person_name_latin	project
亨利	Henry	person_name_latin	project
伊莎贝拉	Isabella	person_name_latin	project
杰克	Jack	person_name_latin	project
雅各布	Jacob	person_name_latin	project
詹姆斯	James	person_name_latin	project
简	Jane	person_name_latin	project
杰森	Jason	person_name_latin	project
珍妮	Jenny	person_name_latin	project
杰西卡	Jessica	person_name_latin	project
约翰	John	person_name_latin	project
约瑟夫	Joseph	person_name_latin	project
朱莉娅	Julia	person_name_latin	project
凯瑟琳	Catherine	person_name_latin	project
凯文	Kevin	person_name_latin	project
劳拉	Laura	person_name_latin	project
利奥	Leo	person_name_latin	project
莱昂纳多	Leonardo	person_name_latin	project
莉莉	Lily	person_name_latin	project
琳达	Linda	person_name_latin	project
卢卡斯	Lucas	person_name_latin	project
露西	Lucy	person_name_latin	project
玛格丽特	Margaret	person_name_latin	project
玛丽	Mary	person_name_latin	project
马修	Matthew	person_name_latin	project
迈克尔	Michael	person_name_latin	project
米歇尔	Michelle	person_name_latin	project
娜塔莉	Natalie	person_name_latin	project
尼古拉斯	Nicholas	person_name_latin	project
诺亚	Noah	person_name_latin	project
奥利维亚	Olivia	person_name_latin	project
帕特里克	Patrick	person_name_latin	project
保罗	Paul	person_name_latin	project
彼得	Peter	person_name_latin	project
瑞秋	Rachel	person_name_latin	project
理查德	Richard	person_name_latin	project
罗伯特	Robert	person_name_latin	project
瑞安	Ryan	person_name_latin	project
塞缪尔	Samuel	person_name_latin	project
莎拉	Sarah	person_name_latin	project
索菲娅	Sophia	person_name_latin	project
