# QT Clean v5 structural cleanup rules. License: CC0-1.0
# actionType<TAB>priority<TAB>sourcePattern<TAB>replacement<TAB>category
QT_TEMPLATE	132	因为{0}所以{1}	vì {0} nên {1}	cause_result
QT_TEMPLATE	132	由于{0}所以{1}	do {0} nên {1}	cause_result
QT_TEMPLATE	130	如果{0}就{1}	nếu {0} thì {1}	condition
QT_TEMPLATE	130	若是{0}就{1}	nếu {0} thì {1}	condition
QT_TEMPLATE	130	要是{0}就{1}	nếu {0} thì {1}	condition
QT_TEMPLATE	130	只要{0}就{1}	chỉ cần {0} thì {1}	condition
QT_TEMPLATE	130	只有{0}才{1}	chỉ khi {0} mới {1}	condition
QT_TEMPLATE	130	虽然{0}但是{1}	tuy {0} nhưng {1}	concession
QT_TEMPLATE	130	虽然{0}但{1}	tuy {0} nhưng {1}	concession
QT_TEMPLATE	128	不是{0}而是{1}	không phải {0} mà là {1}	contrast
QT_TEMPLATE	128	不但{0}而且{1}	không những {0} mà còn {1}	addition
QT_TEMPLATE	126	一{0:verb}就{1:verb}	vừa {0} đã {1}	sequence
QT_TEMPLATE	126	先{0:verb}再{1:verb}	trước {0} rồi {1}	sequence
QT_TEMPLATE	126	越{0}越{1}	càng {0} càng {1}	comparison
QT_TEMPLATE	124	又{0}又{1}	vừa {0} vừa {1}	parallel_state
QT_TEMPLATE	124	既{0}又{1}	vừa {0} vừa {1}	parallel_state
QT_TEMPLATE	124	一边{0:verb}一边{1:verb}	vừa {0} vừa {1}	parallel_action
QT_TEMPLATE	124	边{0:verb}边{1:verb}	vừa {0} vừa {1}	parallel_action
QT_TEMPLATE	122	{0}把{1}{2:verb}	{0} {2} {1}	ba_construction
QT_TEMPLATE	122	{0}被{1}{2:verb}	{0} bị {1} {2}	passive
QT_TEMPLATE	122	{0}让{1}{2:verb}	{0} bị {1} {2}	passive
QT_TEMPLATE	122	{0}给{1}{2:verb}	{0} bị {1} {2}	passive
QT_TEMPLATE	120	{0}比{1}{2:adj}	{0} {2} hơn {1}	comparison
QT_TEMPLATE	120	{0}没有{1}那么{2:adj}	{0} không {2} bằng {1}	comparison
QT_TEMPLATE	120	{0}不如{1}{2:adj}	{0} không {2} bằng {1}	comparison
QT_TEMPLATE	118	{0:adj}的{1:noun}	{1} {0}	attributive_de
QT_TEMPLATE	118	{0:location}的{1:noun}	{1} ở {0}	attributive_de
QT_TEMPLATE	118	{0:verb}的{1:person}	{1} {0}	attributive_de_action
QT_TEMPLATE	118	{0:verb}的{1:name}	{1} {0}	attributive_de_action
QT_TEMPLATE	836	{0:adv}地{1:verb}	{1} {0}	adverbial_de
QT_TEMPLATE	836	{0:verb}得{1:adj}	{0} đến mức {1}	complement_de
QT_TEMPLATE	836	{0:verb}得很{1:adj}	{0} rất {1}	complement_de
QT_TEMPLATE	836	{0:verb}得很	{0} rất	complement_de
QT_TEMPLATE	114	正在{0:verb}	đang {0}	aspect
QT_TEMPLATE	114	正{0:verb}	đang {0}	aspect
QT_TEMPLATE	114	{0}正在{1:verb}	{0} đang {1}	aspect
QT_TEMPLATE	114	{0}正{1:verb}	{0} đang {1}	aspect
QT_TEMPLATE	834	{0:verb}着{1:noun}	{0} {1}	aspect
QT_TEMPLATE	114	{0:verb}着	đang {0}	aspect
QT_TEMPLATE	114	{0:verb}了	{0}	aspect
QT_TEMPLATE	114	{0:verb}过	đã từng {0}	aspect
QT_TEMPLATE	114	{0}{1:verb}过	{0} đã từng {1}	aspect
QT_TEMPLATE	114	正给{0:noun}{1:verb}	đang {1} vào {0}	aspect_action
QT_TEMPLATE	112	在{0:location}{1:verb}	{1} ở {0}	position
QT_TEMPLATE	112	从{0:location}{1:verb}	{1} từ {0}	direction
QT_TEMPLATE	112	向{0}{1:verb}	{1} về phía {0}	direction
QT_TEMPLATE	112	对{0}{1:verb}	{1} với {0}	dative
QT_TEMPLATE	112	给{0}{1:verb}	{1} cho {0}	dative
QT_TEMPLATE	842	{0:name}省	tỉnh {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}市	thành phố {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}县	huyện {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}区	quận {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}镇	thị trấn {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}村	thôn {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}街	phố {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}路	đường {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}大道	đại lộ {0}	place_hierarchy
QT_TEMPLATE	842	{0:name}街道	phường {0}	place_hierarchy
QT_TEMPLATE	110	{0}吗	{0} không	question
QT_TEMPLATE	110	{0}呢	{0} thì sao	question
QT_TEMPLATE	108	{0}吧	có lẽ {0}	modal
QT_TEMPLATE	108	并不{0}	không hề {0}	negation
QT_TEMPLATE	108	并没有{0}	không hề {0}	negation
QT_TEMPLATE	108	没有{0:verb}	không {0}	negation
QT_TEMPLATE	106	将要{0:verb}	sắp {0}	future
QT_TEMPLATE	106	快要{0:verb}	sắp {0}	future
QT_TEMPLATE	106	已经{0:verb}	đã {0}	aspect
QT_TEMPLATE	106	还在{0:verb}	vẫn đang {0}	aspect
QT_TEMPLATE	900	让你受累{0}	làm phiền ông {0}	laoshiren_ch2
QT_TEMPLATE	900	受累{0}	làm phiền {0}	laoshiren_ch2
QT_TEMPLATE	128	受{0}的冲击不小	bị {0} tác động không nhỏ	effect
QT_TEMPLATE	128	受{0}的冲击	bị {0} tác động	effect
QT_TEMPLATE	126	不比{0}小	không kém {0}	comparison
QT_TEMPLATE	116	来不及{0:verb}	không kịp {0}	aspect
QT_TEMPLATE	116	顾不得{0:verb}	chẳng kịp {0}	aspect
QT_TEMPLATE	116	将{0:noun}一丢	ném {0} sang một bên	action
QT_TEMPLATE	116	把{0:noun}一丢	ném {0} sang một bên	action
REPLACE	-116	\b(các|những|bọn|tụi)\s+([\p{L}][\p{L}\s]{1,24})\s+các\b	$1 $2	cleanup_plural_suffix
REPLACE	-114	\b(của)\s+(của)\b	$1	cleanup_particle
