# QT Clean v5 reviewed narrative corrections. License: CC0-1.0
# source<TAB>Vietnamese<TAB>type<TAB>provenance
细那康子们	tụi nhóc	general	project:qt-corrections-v5:laoshiren-ch1
吃饭了	ăn cơm thôi	general	project:qt-corrections-v5:laoshiren-ch1
呜嘞呜嘞呜嘞	u lê u lê u lê	general	project:qt-corrections-v5:onomatopoeia
系着围裙	đeo tạp dề	general	project:qt-corrections-v5:action
左手端碗	tay trái bưng bát	general	project:qt-corrections-v5:action
右手握勺	tay phải cầm muôi	general	project:qt-corrections-v5:action
边呼喊边敲打	vừa gọi vừa gõ	general	project:qt-corrections-v5:parallel_action
边呼喊边敲打着粥缸边缘	vừa gọi vừa gõ mép nồi cháo	general	project:qt-corrections-v5:parallel_action
呼喊	gọi	general	project:qt-corrections-v5:action
敲打	gõ	general	project:qt-corrections-v5:action
粥缸	nồi cháo	general	project:qt-corrections-v5:object
边缘	mép	general	project:qt-corrections-v5:location
坐在旁边	ngồi bên cạnh	general	project:qt-corrections-v5:position
坐在旁边正给水烟袋装烟叶	ngồi bên cạnh đang nhồi thuốc vào tẩu thuốc lào	general	project:qt-corrections-v5:action
水烟袋	tẩu thuốc lào	general	project:qt-corrections-v5:object
装烟叶	nhồi thuốc	general	project:qt-corrections-v5:action
没好气地骂道	bực bội mắng	general	project:qt-corrections-v5:speech
脑子进水了	não úng nước à	general	project:qt-corrections-v5:idiom
唤猪崽呢	gọi heo con đấy à	general	project:qt-corrections-v5:idiom
半大小子吃垮老子	trai choai ăn sập nhà cha	general	project:qt-corrections-v5:proverb
格格不入	lạc lõng	general	project:qt-corrections-v5:idiom
孩子们	trẻ con	general	project:qt-corrections-v5:plural
南山区	quận Nam Sơn	name	project:qt-corrections-v5:place_hierarchy
