# QT Clean v10 reviewed narrative corrections. License: CC0-1.0
# source<TAB>Vietnamese<TAB>type<TAB>provenance
大家好	Xin chào mọi người	general	project:qt-corrections-v10:greeting
蛊真人	Cổ Chân Nhân	name	project:qt-corrections-v10:author-name
今天给大家带来一本新书	Hôm nay tôi giới thiệu đến mọi người một cuốn sách mới	general	project:qt-corrections-v10:introduction
仙工开物	Tiên Công Khai Vật	name	project:qt-corrections-v10:book-name
想得很清楚	đã suy nghĩ rất kỹ	general	project:qt-corrections-v10:result-complement
写这本书	viết cuốn sách này	general	project:qt-corrections-v10:classifier
至少面临三个挑战	ít nhất phải đối mặt với ba thử thách	general	project:qt-corrections-v10:classifier
第一个挑战	thử thách thứ nhất	general	project:qt-corrections-v10:ordinal
第二个挑战	thử thách thứ hai	general	project:qt-corrections-v10:ordinal
第三个挑战	thử thách thứ ba	general	project:qt-corrections-v10:ordinal
出山写作	xuất sơn sáng tác	general	project:qt-corrections-v10:idiom
写网文	viết tiểu thuyết mạng	general	project:qt-corrections-v10:web-fiction
从一开始就是兴趣、喜欢	ngay từ đầu đã là vì hứng thú và yêu thích	general	project:qt-corrections-v10:coordination
父母未老	cha mẹ chưa già	general	project:qt-corrections-v10:negation
无须担心	không cần lo lắng	general	project:qt-corrections-v10:modal
一人吃饱，全家不饿	một người ăn no, cả nhà không đói	general	project:qt-corrections-v10:idiom
宁愿修改大纲	thà sửa lại đại cương	general	project:qt-corrections-v10:preference
持续数月也无所谓	kéo dài nhiều tháng cũng không sao	general	project:qt-corrections-v10:duration
不怕大家笑话	không ngại mọi người chê cười	general	project:qt-corrections-v10:idiom
笨拙	vụng về	general	project:qt-corrections-v10:adjective
跌得个头破血流	ngã đến đầu rơi máu chảy	general	project:qt-corrections-v10:result-complement
个人舒适圈	vùng an toàn của riêng mình	general	project:qt-corrections-v10:modern-term
舒适圈	vùng an toàn	general	project:qt-corrections-v10:modern-term
圈地自萌	tự vui trong thế giới riêng	general	project:qt-corrections-v10:idiom
艺术追求	khát vọng nghệ thuật	general	project:qt-corrections-v10:abstract-noun
自嗨	tự thỏa mãn	general	project:qt-corrections-v10:slang
痴心妄想	ảo tưởng viển vông	general	project:qt-corrections-v10:idiom
百舸争流	trăm thuyền tranh dòng	general	project:qt-corrections-v10:idiom
有史以来第一次	lần đầu tiên từ trước đến nay	general	project:qt-corrections-v10:time
榜单	bảng xếp hạng	general	project:qt-corrections-v10:modern-term
读者活动	hoạt động dành cho độc giả	general	project:qt-corrections-v10:modern-term
行文节奏	nhịp điệu hành văn	general	project:qt-corrections-v10:writing
大众阅读习惯	thói quen đọc của số đông	general	project:qt-corrections-v10:reading
大家伙	mọi người	general	project:qt-corrections-v10:pronoun
喜闻乐见	ưa thích	general	project:qt-corrections-v10:idiom
虚心学习	khiêm tốn học hỏi	general	project:qt-corrections-v10:idiom
批评指正	góp ý chỉ bảo	general	project:qt-corrections-v10:idiom
社交	giao tiếp	general	project:qt-corrections-v10:modern-term
最大的爱好	sở thích lớn nhất	general	project:qt-corrections-v10:attributive
打游戏	chơi game	general	project:qt-corrections-v10:modern-term
社恐	ngại giao tiếp	general	project:qt-corrections-v10:slang
随着年纪增长	khi tuổi tác tăng lên	general	project:qt-corrections-v10:time
有所缓解	đã phần nào cải thiện	general	project:qt-corrections-v10:result
不擅长和人交际	không giỏi giao tiếp với người khác	general	project:qt-corrections-v10:negation
听取大家的意见	lắng nghe ý kiến của mọi người	general	project:qt-corrections-v10:attributive
社交平台	nền tảng mạng xã hội	general	project:qt-corrections-v10:modern-term
进行一些直播等等	thực hiện một số buổi phát trực tiếp, v.v.	general	project:qt-corrections-v10:modern-term
最大的挑战	thử thách lớn nhất	general	project:qt-corrections-v10:attributive
断断续续	không liền mạch	general	project:qt-corrections-v10:idiom
收入惨淡	thu nhập ít ỏi	general	project:qt-corrections-v10:result
甘之如饴	vui vẻ chấp nhận	general	project:qt-corrections-v10:idiom
闭关锁屋	đóng cửa bế quan	general	project:qt-corrections-v10:idiom
不问外界	không màng thế giới bên ngoài	general	project:qt-corrections-v10:idiom
兴致盎然	đầy hứng khởi	general	project:qt-corrections-v10:idiom
不减分毫	không suy giảm chút nào	general	project:qt-corrections-v10:idiom
第一次尝试	lần đầu thử sức	general	project:qt-corrections-v10:time
究竟适不适合	rốt cuộc có phù hợp hay không	general	project:qt-corrections-v10:question
这样的写作模式	phương thức sáng tác như vậy	general	project:qt-corrections-v10:attributive
极其强大	vô cùng mạnh mẽ	general	project:qt-corrections-v10:degree
无比脆弱	vô cùng mong manh	general	project:qt-corrections-v10:degree
出山，是为了再进山逐月	xuất sơn là để lại vào núi đuổi theo ánh trăng	general	project:qt-corrections-v10:idiom
拜谢	Xin cảm tạ	general	project:qt-corrections-v10:closing
出山的三个挑战	Ba thử thách khi xuất sơn	general	project:qt-corrections-v10:heading
一人	một người	general	project:qt-corrections-v10:classifier
一人吃饱	một người ăn no	general	project:qt-corrections-v10:idiom
全家不饿	cả nhà không đói	general	project:qt-corrections-v10:idiom
我的个人舒适圈	vùng an toàn của riêng tôi	general	project:qt-corrections-v10:modern-term
第一次开始考虑	lần đầu tiên bắt đầu cân nhắc	general	project:qt-corrections-v10:time
最大的爱好就是打游戏	sở thích lớn nhất là chơi game	general	project:qt-corrections-v10:modern-term
本人是有社恐的	bản thân tôi ngại giao tiếp	general	project:qt-corrections-v10:modern-term
