# QT Clean v7 reviewed grammar and narrative corrections. License: CC0-1.0
# source<TAB>Vietnamese<TAB>type<TAB>provenance
过来了	đã đến	general	project:qt-corrections-v7:directional
从画中走出	bước ra khỏi bức tranh	general	project:qt-corrections-v7:directional
走向画里	đi vào trong tranh	general	project:qt-corrections-v7:directional
伸出手	đưa tay ra	general	project:qt-corrections-v7:directional
伸出了手	đưa tay ra	general	project:qt-corrections-v7:directional
伸出两只手	đưa cả hai tay ra	general	project:qt-corrections-v7:directional
走出来	bước ra	general	project:qt-corrections-v7:directional
走进去	đi vào	general	project:qt-corrections-v7:directional
走进屋	đi vào nhà	general	project:qt-corrections-v7:directional
走出屋门	đi ra khỏi nhà	general	project:qt-corrections-v7:directional
走到身边	đi đến bên cạnh	general	project:qt-corrections-v7:directional
走到跟前	đi đến trước mặt	general	project:qt-corrections-v7:directional
跑过来	chạy tới	general	project:qt-corrections-v7:directional
跑过去	chạy tới	general	project:qt-corrections-v7:directional
拉了上去	kéo lên	general	project:qt-corrections-v7:directional
拉出水面	kéo lên khỏi mặt nước	general	project:qt-corrections-v7:directional
飘了起来	nổi lên	general	project:qt-corrections-v7:directional
浮出水面	nổi lên mặt nước	general	project:qt-corrections-v7:directional
抓起来	nhấc lên	general	project:qt-corrections-v7:directional
抓起	nhấc lên	general	project:qt-corrections-v7:directional
拿起来	cầm lên	general	project:qt-corrections-v7:directional
拿出	lấy ra	general	project:qt-corrections-v7:directional
取下	lấy xuống	general	project:qt-corrections-v7:directional
放回去	đặt lại	general	project:qt-corrections-v7:directional
松开手	buông tay	general	project:qt-corrections-v7:directional
睁开眼	mở mắt	general	project:qt-corrections-v7:directional
睁开了眼	mở mắt	general	project:qt-corrections-v7:directional
站起身	đứng dậy	general	project:qt-corrections-v7:directional
起身	đứng dậy	general	project:qt-corrections-v7:directional
坐起	ngồi dậy	general	project:qt-corrections-v7:directional
蹲下来	ngồi xổm xuống	general	project:qt-corrections-v7:directional
回过头	quay đầu lại	general	project:qt-corrections-v7:directional
点点头	gật đầu	general	project:qt-corrections-v7:result
点了点头	gật đầu	general	project:qt-corrections-v7:result
摇摇头	lắc đầu	general	project:qt-corrections-v7:result
摇了摇头	lắc đầu	general	project:qt-corrections-v7:result
皱皱眉	khẽ cau mày	general	project:qt-corrections-v7:result
皱了皱眉	khẽ cau mày	general	project:qt-corrections-v7:result
叫不醒	không gọi tỉnh được	general	project:qt-corrections-v7:result
醒不来	không tỉnh lại	general	project:qt-corrections-v7:result
看不见	không nhìn thấy	general	project:qt-corrections-v7:result
看不清楚	nhìn không rõ	general	project:qt-corrections-v7:result
无法呼吸	không thể thở	general	project:qt-corrections-v7:result
无法挣脱	không thể thoát ra	general	project:qt-corrections-v7:result
两只手	hai bàn tay	general	project:qt-corrections-v7:classifier
一双手	đôi tay	general	project:qt-corrections-v7:classifier
一只手	một tay	general	project:qt-corrections-v7:classifier
一双眼睛	đôi mắt	general	project:qt-corrections-v7:classifier
一双鞋	một đôi giày	general	project:qt-corrections-v7:classifier
一根烟	một điếu thuốc	general	project:qt-corrections-v7:classifier
一根针	một cây kim	general	project:qt-corrections-v7:classifier
一根鱼竿	một cần câu	general	project:qt-corrections-v7:classifier
一张席子	một tấm chiếu	general	project:qt-corrections-v7:classifier
一张脸	một khuôn mặt	general	project:qt-corrections-v7:classifier
一辆车	một chiếc xe	general	project:qt-corrections-v7:classifier
一条船	một chiếc thuyền	general	project:qt-corrections-v7:classifier
一条绳子	một sợi dây	general	project:qt-corrections-v7:classifier
一头牛	một con trâu	general	project:qt-corrections-v7:classifier
一个孩子	một đứa trẻ	general	project:qt-corrections-v7:classifier
